037091020800026030062345000006910000004007590100000308291508416043060000000409200,Easy
040031560000000042800205000312400080908020700004003209101054920030702850500019003,Easy
453607019071302468000409500105000780020040000000700021019560000000100800204070006,Easy
600132409734000060210060008906800045851300700000200001000400003340905080190680050,Easy
050002730700180049080304650003049000007001894000820060309008400105406082040750000,Easy
005070321730000980000530040508910200300680000100054806920000000801026403470091500,Easy
603004001420973065010007000030070000700008002008160007810305029349700100206800304,Easy
508000410670400900000020080361508049000010065809264037000801090180092000007000600,Easy
500027001800000075602030940150490003080700009000218000400902007928300016063185000,Easy
370759206250000090870603451000960034005008000030000608091206000060000040003580100,Easy
370906400420158000500307080603800090000094800080010607032469100740000360096005000,Easy
000910407304680010079050603902000801015006340030090050200530100003100090600470130,Easy
007000403000480079200003000700320100004000090108054000052000080036047921071268504,Easy
609870350050000062304250019401008020506030400010000083060400001043915000001680005,Easy
500006002020700910000278000400800000760030890300609007005900100673185249208004601,Easy
000004150072861390134570620910600002000008700057000406009000001740082000000790200,Easy
920340080473801005800706034085009200009000470730060809000000002340000001007254360,Easy
030000906602943851000000073391700068000010042400086000941030000016095030800067009,Easy
407086190015300060603000520000062430040805000206030901100058049500740600060090050,Easy
605400302734060058010530000042607195097004060000013007906305000470091020000020000,Easy
400000390010200760603001005598437010700900803100086047001029504049000002000370100,Easy
069750802080093000700082096000500000050307409347029001812045013000038050500200000,Easy
006100345801040720003602891560020913342009087007300000080001410010467000000000000,Easy
073000140000000000100074290400531702050000380006820400601150800047018030230096017,Easy
050032490096000210080106703000060370060009105070370060000000530830257040500603807,Easy
040830500000045030500106004000004060287003059069000381092010105805020073730000098,Easy
807000000031002400040000052960410870100703920004908100406101230753000091010006500,Easy
365092708040061000107058964702080000000600002083000470500800620030070000000540107,Easy
020000005600097040410208000078000001039602457046173280100900000060000920000021506,Easy
000764000126598000090030680800056470002300800054000020931007560070905042005003090,Easy
050300060920001453400256908704098621200700080000000794060001130042010006100000002,Easy
860017000000006030502090100690204351475901806000805070106000093000009602020050000,Easy
908007005000400060063000027056874910000200380821063570602540000090000008000096050,Easy
050300060920001453400256908704098621200700080000000794060001130042010006100000002,Easy
600470301704062085210500007026340000003091502801000400508010000040600009190200830,Easy
000000501560000000007204000005079213004102059200008400000305007801026934073891025,Easy
060308100581009600003500000090802000000745936350006804135000000708613400940007300,Easy
075070000400800750008009016964107030082390500500004090020410800001703904000920065,Easy
070230600900000007460809000000490071020003000100000930208000004601524890503901762,Easy
009003560400200000000809012340000280000006005052300000694150023021930678800610000,Easy
003072409090001752070500006030284600201300040069107000906410000100060920307000105,Easy
006031070437005000010467008029178300000000026300050000805004910003509087790086004,Easy
603400807904700500207380640106000050830017400005006018000140960560098000020000180,Easy
080013400420680000001054083190008700047002508050009030209305010500720009730000206,Easy
980002300003549070050830496802000004705300102196080500009063851378000000001000000,Easy
520831064804000053103040000650008000049703510008415290000101600400006800910000070,Easy
400800007350672004280000103000007000028300400070204916092405030800763009730000051,Easy
048000500005381049000050000803517400169020700054900000516290004402600105000045900,Easy
080470102200538000000000090101204680000680000060903420906305811051706000400890200,Easy
020017030851094200470260900340050007008002103000608500004009610600003709010046050,Easy
962078500105009300300000820001000070600050008000603905018005000006832701753190480,Easy
000312400209674008730900100920781000800000020400526891068000003000090680007000254,Easy
000010060102030508470005102345900870700001340891403200680042005010060407000090000,Easy
000760900740029000006000050079235106514870309000004508650300090000002700087000430,Easy
100240000240805903000701204409158006701009040526000090012500000000037162600000508,Easy
007045000000708420060000005703014692509683047106200000010030560032000014004800000,Easy
024000608000060025500007000473610092602530781000970400209041000000020800057006010,Easy
007680001000030805580209060930060024608040509000190086354026000009000600062051040,Easy
080640007760530900000027003140962070200370001070080429510096800000008705000700096,Easy
000093720700106800005000090000010600910000080058902000390624018576089041002000063,Easy
304560900185009700000078415020010049049050000001980670490030007018745006000000080,Easy
096832750000745000053090080100420300062000004370000809000984006049000138007013005,Easy
000058427008000010000007600054290871760000049070000050020310098407805100583020064,Easy
009003000000620904827000603210360045096070000700040190062450300100706400300982060,Easy
830000051090000482705120600300600510029815360060730800900300000057460000003080940,Easy
048326019000050072259708046805043000000801004070000200081000605000030008102600400,Easy
400006200380050000010200753651900074000703100700015962094610030100009800500001609,Easy
123085400000034026006070003007920000390000062005473009012000901000107040950342008,Easy
382067091000073200096048375920000650000006049004300000019102000430600007000009500,Easy
052000300064735029071940586000309408040000091500010000630290000400501060090000800,Easy
503004670090250831002603009020370015008020760300560000460000107281040000005090080,Easy
000070984604800200070040603409107800201000740005284090026005008100000409007908560,Easy
278005000490382050000900004004001020080009003002700415001163009649527800500800600,Easy
000600020506470000830090700000805040609103287184709506000900603460000092003080000,Easy
579030007000050010300000000001005470800374102467129500000200005040501026652740090,Easy
950002067472000103038900024007200035300581070000003900020800000089070012006020358,Easy
704800050061000083000020006000030104056248709439106508000601005070000040603052000,Easy
000540000000002080649830057062000300100703420300920060096100030200096700753200196,Easy
000068502400700000005000067094000800071506423053841096500014030006000200308609000,Easy
005000070763070400028400560107600802080370006006821005010053900030960000540780003,Easy
400000238210000047750800091085000920902050870004000160649308002000706000820400016,Easy
800094075072003908009872630090000700107460020000700100405000387000158402000007016,Easy
375600004090000200200590013060175000180300700530040096029051018000030020743002500,Easy
506921340020000960398045170705000400000070009840502000080000500003709004000056203,Easy
208000109100300000007008064490200000560483701870019245100061000004000600000730012,Easy
860795104450000090370180652080000301000901280005030000008503006096410000010000020,Easy
000093720700106800005000090000010600910000080058902000390624018576089041002000063,Easy
629078300000043700000050001500000079030890060070407530860120010090386050243009600,Easy
860795104450000090370180652080000301000901280005030000008503006096410000010000020,Easy
000107008012096007057204091130600480906030050720500306001160004070000005200410070,Easy
823157004000306802169004307000010260400700001500928400048002000070030040001509020,Easy
000705860090000003500360000205610498403279605901008000600001000820000106050020930,Easy
300072409469031752087000300000204001000000040040150208600405010010063904700008065,Easy
087050000490036100510982004000005406700069010100040750200813609940007030000004807,Easy
370759206250000090870603451000960034005008000030000608091206000060000040003580100,Easy
800036429029000070040080001960070802000300700530208196010000084496003257070004000,Easy
674073089020000051705192036000008100430720000807000003000051602006810300040000007,Easy
900000002402005086650400000865132000304090061029000000006010543743256108001009000,Easy
904000600000900070560043000175604209030000708408372106001091060000408310050000400,Easy
100050409050000700060304025506100000000498516000500000930000840040013000000840307,Easy
602001400185300076000000000000002040070098010000000050006400190234000800019083020,Easy
060003002000050068000080000020300000070090605801006904600400200034100850000538400,Easy
006000850345000026800000070009000600000700009162008734013001000007900002004603000,Easy
000000001007800049010009800030050000700306000000000750310415002409703005060920004,Easy
003000000060130200700905010070000196820000700040001032096004078000000000508060409,Easy
078040009029003000001090403832007090000030002190020050000050000057000940000702100,Easy
000002085060000001900000040056190204030800000770500036600000100100006000300981560,Easy
000000002002098430470030500013400005007000000050683791000049000001000370000801009,Easy
000010479200604000730008060040000080500000000097803204006080040051400700073000001,Easy
030000694740000010006080000070400209500000070020700001004002100250001046003049008,Easy
080900050400650913005400000102065000704000508000000002300001006870000040050040801,Easy
009500000510600408704002050625000374000000005000065002000400820908000043043807000,Easy
400913060900080042000000197000400680000002030704500000001005020340006050200000403,Easy
600503004031004207509000003000469800000080005000000190908000500000100020005926070,Easy
000000400006004000005900008738000902209603000000000374094062530060400807000001040,Easy
000000000070079340200086100401200605120000004080067009000043000354170006000000003,Easy
130605000598000000004000008250400090009800706801000000000008010900000087600097254,Easy
000804001030020609049103007005700000908001004060009000000302000396000208080000703,Easy
070410000020060085500008000000000703830050006005090208900610530600000000050831600,Easy
000910680097608000080000049030052908050100000004870050000000500305000400000534876,Medium
040000000800004507672003890000000300390000070084375010005096008700010200008000050,Medium
586070000000901600000600000007000000902010305005090000090040008003500060000020470,Hard
000040610600000000501002084090007002000080000270306700105063400960015000300000000,Hard
009047000000000106080020000801003000073000000000000054000200001300009070090806040,Expert
030080006200000703070000000001200000052800000000367000904000050000090200000006080,Expert
000000000000000000000000000000000000000000000000000000000000000000000000000000000,Master
000000000000000000000000000000000000000000000000000000000000000000000000000000000,Master
300400080950006437670500010007031065005608003800000701001304000400002158500819004,Easy
048326019000050072259708046805043000000801004070000200081000605000030008102600400,Easy
500702000000001705800400000000004609006007200278000004014290000060145000180070040,Medium
040870906620000800100000470800700010000590704070030605010001060000010000000603190,Medium
070658002001043008800200700540000001020005300090000206000006420086000005052070000,Medium
000400078000700429370008061001000080600031257000040003010090000000050800003084006,Medium
030107069000300000690000005752000690080070003000500800013400000004703058100020040,Medium
580003047000860000009520003003600000608040302091000600005000009000030080430081006,Medium
000000103501004000020070004000308000000000006070561090406830010010700039003106408,Medium
000000000030270040100700089045900017726000304001470200013068000600040000000107000,Medium
100900000060250003700610504020040000000830100375006208000308000000009006400060902,Medium
090070000012300700407060015000706003000000007376000281180250000059000108000010350,Medium
400200000900041560003680004094000300000000400000493678508106000600000053000520706,Medium
040100006000040057091003000000600005024010003100004900009300612700400000306287000,Medium
000000103501004000020070004000308000000000006070561090406830010010700039003106408,Medium
000035002010708500250000031370260005009501063001070000040810000096000000800004000,Medium
060080301001207460009600207005070600000009000208001004010830000006000028000006570,Medium
040100000080054079002906400076390000090000207000701930804000020000428693000000040,Medium
000100920060900800018002000000000704094030680085060010109100000816000340500300000,Medium
190000580000050209085790000462000758000000060000604020010060000750200600603040095,Medium
130506409000000002004012500001800010905043080080700200200300090000058006000020005,Medium
940000701008040090073090080600370014005400007004560009000000200000000138280010000,Medium
190000580000050209085790000462000758000000060000604020010060000750200600603040095,Medium
380006000062000370000053206008940000256000498004000000603009041040080650000004700,Medium
345007000090265070720000000400000600160089004000006010000410008000051000254000190,Medium
075904060900350200000070090201000050580170000000085370090000000020000906358692000,Medium
020500003910320800600000000760000008000003010102650709800002400309005270006007000,Medium
010000586680090000050060179000300600002958700000070291000400010000081000000520400,Medium
030000000700300080100284030029063008008405026500020000004010500250800600600000070,Medium
045960000026070000800007250910006007680024000204000603008001000000040000000650032,Medium
000603029020000310038029000000000005000415982405000001040510203050006000001802050,Medium
000600234800000010000900806701005692039000000026001040000410000000062470004030001,Medium
400068000010042700083190000000605900500000001000200835000020040009051027056003000,Medium
042900007500420900007080000000000400730590060209060008850040006020001340000250000,Medium
840500000000263854000800000002095000309000620000602907500008203004920018008000700,Medium
075206000000500042320000750650004010109800205030100000814000567000081400000000100,Medium
002000000098100734000500209000007340027910500080004000010345020049706001000000000,Medium
000040010000000050032190080005300904004900061029074000096101500500030027000500000,Medium
438000675500607000600000000051040000000310804840000190000060900104070062060500430,Medium
006400308100063000340928001000300005005204090400007000810540010090001000000000084,Medium
000000000980501607000007094090000048005008300000496100018060450000085000060300902,Medium
000060004000429085010308002070084031000000600540010000001030006090705200000106003,Medium
000877593305900000000500000061000180000108604080069000050000400030680025009005807,Medium
300000020405020009012406070291854000000002000000009702603048000840000065000690040,Medium
000035002010708500250000031370260005009501063001070000040810000096000000800004000,Medium
083209000000380102270000008802054006000900004040801700318416000001000460004000000,Medium
010800004700060000685000132042000015068310400090002600000600000020040000070190050,Medium
034000002600302070010070008006781340801000000003500091042005600000003004500000003,Medium
002057040040306801000204375010000780000800000904070050000015006009760000500008000,Medium
072500980040800000001609250084700196000018700050000000010002300703005000000070060,Medium
000690057000000000106000280070209010409000060061003000080035002051040030073020009,Medium
387405002002760000500000300820000090000390000060000700908002530070001040030040820,Medium
928070500000002300060000029001096030000018040200003006610001000040027000801040200,Medium
640000230902600000000280406026700015000100300100090680090011000864000179070000000,Medium
800000690040930000006004050980702005000300000073009000500000070009673081000140069,Medium
000001040004209600980450070039108000000093280806000090392164000060000407040000000,Medium
007084030240170600000009700458367000700000000300000076504092000023000400000405280,Medium
005090400000006001800040000006038210509000000100479600400000068050680300008254000,Medium
900000001051200030000980000680740000730000908070058670008100000002007090190004060,Medium
254100080600304910000500007000000030038200760060003500300000001090000206006005340,Medium
004276030057100049000900000300000960000007185000020304000101090000600210106080000,Medium
030020001600008009000304206901000030016000500800010004001005420768000000025000083,Medium
980064001005000008076800020000002180218736000000008000603000014000240006054603000,Medium
060400070100060020070000005001000480049001002000549310496051000000000000003204091,Medium
250003091309000720001006300000068003010040000603000050132000010000004060764010000,Medium
000060020000043000245700000000600800019004200700058000490006130106407500080010004,Medium
342100007000007900007060050080012400734000100000670530000000800906000005001009720,Medium
000027004694803000000000600201309040000070002700000190006051018050700000040980060,Medium
078000960000460078601080000005100480000050090860020503184000251010502000050000000,Medium
000504000005300029000020060500270000640138007020040003400000002008603100053080006,Medium
250003091309000720001006300000068003010040000603000050132000010000004060764010000,Medium
005906001000003000020001040409080030060000590000209764010500020600042000054000680,Medium
000020400400079001087504600010000064973146000040000000000130809730082000108000700,Medium
015040607000000204020000013008030160000005000064200008801006045000800100200073001,Medium
438000675500607000600000000051040000000310804840000190000060900104070062060500430,Medium
630107250950040087002008003020600000000700160740010000000000000205403001004001020,Medium
300001700070000345000003090002000470000300102760109030000050013910000000683900004,Medium
480035001005409700000200005050000000070000510649571000801000004000640908064802000,Medium
090068000341000698060000000034000507509400000000510340450800026000600100006090401,Medium
050409000080730160006001750405000307000050092000000510010000008540802030001004000,Medium
903400008007900030000080010045070290700340501800006000060500010000130005038060000,Medium
210096000090007032700000196080703020060410300070008500000040000000030000500600984,Medium
060000000742863000080000603600047800014506030000090060420019000801000040000420710,Medium
604000105000070060000000000200708400580200700000601082006000810030094000008160594,Medium
007050002000740090583200700050002000800430000060005340600300900001006007040009680,Medium
300070000208540600090000057064000002100300000000200196029010010850003029000000501,Medium
082630700100000800350008009000069300610403000403000605000800000819345000000900078,Medium
000086100060037000008970004013000400000203900004091080000020001720058000800374000,Medium
000572136052000007000000005070601500500900000200085064410360000600000140000409603,Medium
000007910007004600508903400920305000801720000400001250600000000000100008279030000,Medium
030000009070006000008105670000690000004802090069007080080009015090000160070473000,Medium
034670000601000040000304065008450001460082090000700080080000000010000908345891000,Medium
296000340000049020000206800060102079300000002000700530008000013000010607900003200,Medium
000703480305048000400000903000291548000000010021000090009504100100007000200160034,Medium
079102600000008034000700000910000000007000300250683100020340051800200000040071020,Medium
730900000000072000000004580000439002906700000070006009508200900300100600100860045,Medium
002000000098100734000500209000007340027910500080004000010345020049706001000000000,Medium
000020400400079001087504600010000064973146000040000000000130809730082000108000700,Medium
010800027000000900000700003830010000061407590900006102500029010008070000627000009,Medium
984006000250070009010090027032070000040060008006000053010004902400600105000009000,Medium
000602000708000600940030000060400308003900500500700029000300000094050830350084090,Medium
050000904409000057000009010040010002008000005003820090000100010034200500870600020,Hard
010080000096207000008600540000000080100705006060000157003061000000400163000070400,Hard
500204300107006025000050760000300000000005006000040050026008004403062100050000070,Hard
000000040607032090050907000006080004045096007091000005400005203030000070000370000,Hard
080300020096070040003050091600000003030015600000000254000002400310000000109700500,Hard
040080030509000000300070900000000000010020040030700006051600400000500090070100020,Hard
090140000005000020030000060046000000120930045003004006400001200080400003350700900,Hard
530200900000030205020900630000000000010603700400050000900000307080060090004800000,Hard
200001060904000050013500000070000000409760010001920400030000000700090820000200375,Hard
010030400000745000004096030700000010081007094000000800000010020613009000000501047,Hard
640200300000980000007070000002300005004560000105009670006000517000000030753000004,Hard
345800000800006030000009008681000020000007005200003900400100000000700092102098047,Hard
040000015800300020701000600506000030007200090000005700609043800000620000300008206,Hard
000009020042006005100402080000040000850600000470190000005014130010800104000200000,Hard
006040002000000000003005900000070800004030500037020090600004080009001600780000000,Hard
009070020040007080000000000070100260060030000020090040005080010004300008000000306,Hard
980072530007000000600000000000703080000415000560900070002100090000396210006000700,Hard
000080001800207000540670000101800090000040000200000003000500010703420100000000960,Hard
000032068000508003000704001435070002006009080000000300190000050000900000504080709,Hard
200400010000000064800070500000000000020003100900050700060040000010090200030500607,Hard
300060005100800060000000890400050002000000000001007006001500209009080000002040001,Hard
000008000050000000000573009010090080928700506700005400600001040830060200000080601,Hard
700003001930008500000009002000000000300100005400007080500600004029000000004700200,Hard
